self_radius,self_count,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate,,,,,,,,,
0.02,39,0.957455597,0.8268,0.810174639,0.8536,0.831320608,0.2,,,,,,,,,
0.05,10,1,0.813,0.757316672,0.9212,0.831257896,0.2952,,,,,,,,,
0.02,62,0.963238331,0.8378,0.86621856,0.799,0.831252601,0.1234,,,,,,,,,
0.01,59,0.99669558,0.8318,0.834071687,0.8284,0.831226169,0.1648,,,,,,,,,
0.02,38,0.957868649,0.8298,0.824478552,0.838,0.831184289,0.1784,,,,,,,,,
0.07,8,0.999586948,0.8219,0.790052262,0.8768,0.831168831,0.233,,,,,,,,,
0.02,71,0.994217266,0.8361,0.85717322,0.8066,0.83111798,0.1344,,,,,,,,,
0.03,66,0.954151177,0.8399,0.879437374,0.7878,0.831100327,0.108,,,,,,,,,
0.03,95,0.950846758,0.84,0.880143113,0.7872,0.831081081,0.1072,,,,,,,,,
0.03,35,0.972325485,0.8313,0.832430263,0.8296,0.831012722,0.167,,,,,,,,,
0.01,55,0.970260223,0.8318,0.835151515,0.8268,0.830954774,0.1632,,,,,,,,,
0.04,32,0.997108633,0.832,0.8363047,0.8256,0.830917874,0.1616,,,,,,,,,
0.04,38,0.995043371,0.8308,0.830403516,0.8314,0.830901459,0.1698,,,,,,,,,
0.09,24,0.975216853,0.8373,0.864964293,0.7994,0.83089076,0.1248,,,,,,,,,
0.04,36,0.99669558,0.8384,0.871704745,0.7936,0.830820771,0.1168,,,,,,,,,
0.04,5,1,0.8032,0.728588661,0.9664,0.830811554,0.36,,,,,,,,,
0.04,85,0.959107807,0.838,0.869803063,0.795,0.830721003,0.119,,,,,,,,,
0.07,52,0.995456423,0.8402,0.883280757,0.784,0.830684467,0.1036,,,,,,,,,
