self_radius,self_count,accuracy,precision,recall,f1,far,uc,,,,,,,,,
0.27,1251,0.5785,0.543606266,0.9786,0.698950075,0.8216,0.925373134,,,,,,,,,
0.27,1261,0.5785,0.543606266,0.9786,0.698950075,0.8216,0.925373134,,,,,,,,,
0.27,1271,0.5785,0.543606266,0.9786,0.698950075,0.8216,0.925373134,,,,,,,,,
0.27,1101,0.5783,0.543485505,0.9786,0.698850246,0.822,0.925373134,,,,,,,,,
0.27,1111,0.5783,0.543485505,0.9786,0.698850246,0.822,0.925373134,,,,,,,,,
0.27,1121,0.5783,0.543485505,0.9786,0.698850246,0.822,0.925373134,,,,,,,,,
0.27,1131,0.5783,0.543485505,0.9786,0.698850246,0.822,0.925373134,,,,,,,,,
0.27,1141,0.5783,0.543485505,0.9786,0.698850246,0.822,0.925373134,,,,,,,,,
0.27,1151,0.5783,0.543485505,0.9786,0.698850246,0.822,0.925373134,,,,,,,,,
0.27,1161,0.5783,0.543485505,0.9786,0.698850246,0.822,0.925373134,,,,,,,,,
0.27,1171,0.5783,0.543485505,0.9786,0.698850246,0.822,0.925373134,,,,,,,,,
0.29,431,0.5656,0.535667682,0.9852,0.693998309,0.854,1,,,,,,,,,
0.29,441,0.5656,0.535667682,0.9852,0.693998309,0.854,1,,,,,,,,,
0.29,451,0.5656,0.535667682,0.9852,0.693998309,0.854,1,,,,,,,,,
0.29,461,0.5656,0.535667682,0.9852,0.693998309,0.854,1,,,,,,,,,
0.29,471,0.5656,0.535667682,0.9852,0.693998309,0.854,1,,,,,,,,,
0.29,481,0.5656,0.535667682,0.9852,0.693998309,0.854,1,,,,,,,,,
0.29,491,0.5656,0.535667682,0.9852,0.693998309,0.854,1,,,,,,,,,
0.29,501,0.5656,0.535667682,0.9852,0.693998309,0.854,1,,,,,,,,,
0.29,511,0.5656,0.535667682,0.9852,0.693998309,0.854,1,,,,,,,,,
