threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
2.29,0.8696503,0.8191,0.863356866,0.7582,0.807368757,0.12
2.28,0.870384,0.8189,0.862633614,0.7586,0.807278919,0.1208
2.27,0.8708731,0.8186,0.861060743,0.7598,0.807267318,0.1226
2.38,0.8640254,0.8206,0.872098422,0.7514,0.80726257,0.1102
2.1,0.88041085,0.8161,0.84805109,0.7702,0.807252909,0.138
2.09,0.88041085,0.8159,0.847371894,0.7706,0.807164554,0.1388
2.59,0.83614576,0.8241,0.893229799,0.7362,0.807148339,0.088
2.11,0.87992173,0.816,0.848324515,0.7696,0.80704698,0.1376
2.08,0.8813891,0.8156,0.846356453,0.7712,0.807032231,0.14
2.32,0.86891663,0.8193,0.865917946,0.7556,0.807006301,0.117
2.31,0.86940575,0.8191,0.865019446,0.7562,0.806957635,0.118
2.15,0.87747616,0.8164,0.851087439,0.767,0.806858826,0.1342
2.18,0.8750306,0.8168,0.853256021,0.7652,0.80683256,0.1316
2.13,0.87869895,0.816,0.849248453,0.7684,0.806803864,0.1364
2.26,0.8708731,0.818,0.859728507,0.76,0.806794055,0.124
2.22,0.87282956,0.8172,0.855605381,0.7632,0.806765328,0.1288
2.19,0.874786,0.8169,0.854078212,0.7644,0.806754617,0.1306
2.17,0.87576425,0.8166,0.852561247,0.7656,0.806743941,0.1324
2.14,0.8779653,0.8161,0.850210503,0.7674,0.806685588,0.1352
2.16,0.8767425,0.8164,0.852024922,0.7658,0.806614704,0.133
2.12,0.8794326,0.8157,0.848531685,0.7686,0.806590408,0.1372
2.6,0.8337002,0.8238,0.893917275,0.7348,0.806586169,0.0872
2.21,0.8733187,0.8169,0.854871221,0.7634,0.806550449,0.1296
2.2,0.87405235,0.8168,0.854362416,0.7638,0.80654699,0.1302
2.25,0.87111765,0.8174,0.858077617,0.7606,0.806403732,0.1258
2.23,0.872585,0.8169,0.855987419,0.762,0.806263887,0.1282
2.24,0.87160677,0.8171,0.857175039,0.761,0.806229473,0.1268
2.61,0.83223283,0.8236,0.895019531,0.7332,0.806068602,0.086
2.64,0.8290536,0.8237,0.896011745,0.7324,0.805986574,0.085
2.63,0.82978725,0.8235,0.89557349,0.7324,0.80580922,0.0854
2.62,0.83101004,0.8234,0.89516129,0.7326,0.805763308,0.0858
2.65,0.82758623,0.8234,0.896712463,0.731,0.80542089,0.0842
2.66,0.82685256,0.8235,0.897517818,0.7304,0.805380968,0.0834
2.67,0.82367325,0.8231,0.898200641,0.7288,0.804681462,0.0826
2.68,0.82196134,0.8228,0.898518519,0.7278,0.804198895,0.0822
2.69,0.8209831,0.8223,0.899182561,0.726,0.803363948,0.0814
2.71,0.8187821,0.822,0.900497512,0.724,0.802660754,0.08
2.7,0.81902665,0.8218,0.89965226,0.7244,0.802570352,0.0808
2.72,0.8187821,0.8218,0.901046859,0.723,0.802263648,0.0794
