threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
threshold,unknown_detection_rate,accuracy,precision,recall,f1,false_positive_rate
3.35,0.40172476,0.7954,0.90092291,0.6638,0.764394288,0.073
3.32,0.4033417,0.7951,0.89953967,0.6644,0.764293109,0.0742
3.34,0.40199426,0.7952,0.900434075,0.6638,0.764218282,0.0734
3.33,0.4021739,0.795,0.899512459,0.6642,0.764150943,0.0742
3.36,0.40118578,0.7952,0.901305057,0.663,0.764000922,0.0726
3.37,0.40082645,0.7949,0.90122449,0.6624,0.763573487,0.0726
3.38,0.4001078,0.7944,0.90152755,0.661,0.762750981,0.0722
3.39,0.39938915,0.7941,0.901885761,0.66,0.762212727,0.0718
3.4,0.39902982,0.7942,0.902572523,0.6596,0.762190894,0.0712
3.41,0.39849085,0.7942,0.903455842,0.6588,0.761970854,0.0704
3.42,0.39786202,0.7941,0.903650837,0.6584,0.761772533,0.0702
3.43,0.39705354,0.7937,0.904211396,0.657,0.761033245,0.0696
3.44,0.3957959,0.7929,0.904,0.6554,0.759884058,0.0696
3.45,0.39516708,0.7927,0.904393479,0.6546,0.759484859,0.0692
3.46,0.39417896,0.7921,0.904458599,0.6532,0.758564627,0.069
3.47,0.39355013,0.7919,0.905079101,0.6522,0.758107637,0.0684
3.48,0.39256197,0.7914,0.905397885,0.6508,0.757272516,0.068
3.49,0.39148402,0.7913,0.906049624,0.65,0.756958193,0.0674
3.5,0.39067554,0.7909,0.905944739,0.6492,0.756378889,0.0674
3.51,0.38923824,0.7905,0.906293706,0.648,0.755685131,0.067
3.52,0.38905856,0.7906,0.907230942,0.6474,0.755602241,0.0662
3.53,0.3887891,0.79,0.907303371,0.646,0.754672897,0.066
3.54,0.38816026,0.7897,0.907913264,0.6448,0.754063852,0.0654
3.55,0.3877111,0.7896,0.908347434,0.6442,0.753802949,0.065
3.56,0.3868128,0.7894,0.909219457,0.643,0.753280225,0.0642
3.58,0.38591447,0.7892,0.910562181,0.6414,0.752640225,0.063
